Month_code,item_name,consumed-stock_amount,Total Sales[POS Sales less GST + Swiggy to Loocos],consumed-stock_amount%
2025-10,DVC Bubblegum Syrup Syrup 750 ml,253.7,455473.55,0.06
2025-10,DVC Cucumber Syrup 750 ml,0.0,455473.55,0.0
2025-10,DVC Green Apple 750 ML,516.0,455473.55,0.11
2025-10,DVC MOJITO MINT 750ML,2029.6,455473.55,0.45
2025-10,DVC Mixed Berry Beverage Blend Syrup 750 ml,414.0,455473.55,0.09
2025-10,DVC PASSION FRUIT FLV SYRUP 750ML,640.0,455473.55,0.14
2025-10,DVC Peach Garden Syrup Syrup 750 ml,244.26,455473.55,0.05
2025-10,DVC Strawberry Syrup Syrup 750 ml,244.26,455473.55,0.05
2025-10,DVC Watermelon Syrup 750 ml,0.0,455473.55,0.0
2025-10,Dew 250ml Pet,525.0,455473.55,0.12
2025-10,Dew 330 ml can,377.19,455473.55,0.08
2025-10,Dew 750ml Pet,-412.44,455473.55,-0.09
2025-10,Dip Bowl,56.0,455473.55,0.01
2025-10,ENGLISH vegetables,2093.75,455473.55,0.46
2025-10,French Fries 6mm,600.0,455473.55,0.13
2025-10,French Fries Box,1016.5,455473.55,0.22
2025-10,G.Crown Mushroom Slice 800g,3193.0,455473.55,0.7
2025-10,Garlic Bread Box,262.5,455473.55,0.06
2025-10,Gas-LPG-HPCL,15530.0,455473.55,3.41
2025-10,Green Peas,0.0,455473.55,0.0
2025-10,HABIT JALAPENO SLICES 2.9 KG,1112.0,455473.55,0.24
2025-10,Herb Mix Masla,-133.79999999999973,455473.55,-0.03
2025-10,Honey mustard dressing,635.61,455473.55,0.14
2025-10,KOT Printing Rolls,324.0,455473.55,0.07
2025-10,Lamp Pepperoni,447.5,455473.55,0.1
2025-10,Large Pizza Box,1306.8000000000002,455473.55,0.29
2025-10,Lehar Soda,813.1600000000001,455473.55,0.18
2025-10,Maida yamuna,1276.0,455473.55,0.28
2025-10,Malas Chocolate Sauce 5 ltr,265.0,455473.55,0.06
2025-10,Mayonise premium,713.0,455473.55,0.16
2025-10,Mc Cain Potato Wedges 2.5kg,435.75,455473.55,0.1
2025-10,Medium Pizza Box,360.0,455473.55,0.08
2025-10,Mexican Masala,6474.0,455473.55,1.42
2025-10,Mini Burger Box,490.0,455473.55,0.11
2025-10,Mittai-Milk-Amul,64.0,455473.55,0.01
2025-10,Mojito Menta Cubano,-782.0,455473.55,-0.17
2025-10,Moktails Glass,880.0,455473.55,0.19
2025-10,Mustard Oil,50.400000000000006,455473.55,0.01
2025-10,OREGANO SACHET 0.8GM,741.0700000000002,455473.55,0.16
2025-10,Oregano Sprinkler 500g,821.2,455473.55,0.18
2025-10,POTATO POPS,-120.64999999999999,455473.55,-0.03
2025-10,Paneer,580.0,455473.55,0.13
2025-10,Pasta Container Black,1109.8,455473.55,0.24
2025-10,Pepsi 250ml Pet,1120.0,455473.55,0.25
2025-10,Pepsi 750ml Pet,1271.69,455473.55,0.28
2025-10,Pineapple slice-Tajir Habit-850g,110.25,455473.55,0.02
2025-10,Piri Piri Marinade 1KG,237.76,455473.55,0.05
2025-10,Piri Piri Marinade 1KG,-178.0,455473.55,-0.04
2025-10,Pizza Premix,579.5999999999999,455473.55,0.13
2025-10,Pizza sauce premix,325.0,455473.55,0.07
2025-10,Processed cheese block,1039.52,455473.55,0.23
2025-10,Processed cheese block,831.6,455473.55,0.18
2025-10,Processed cheese block,-514.0,455473.55,-0.11
2025-10,Puramate Pasta-Gomiti Rigate - macroni - 500g,209.0,455473.55,0.05
2025-10,Puramate Pasta-Penne Rigatte 500g,1029.0,455473.55,0.23
2025-10,Regular Pizza Box,2320.5,455473.55,0.51
2025-10,Richs versatie cream,1695.52,455473.55,0.37
2025-10,SALAMI,558.0,455473.55,0.12
2025-10,Salad Bowl 250ml,220.5,455473.55,0.05
2025-10,Salad Bowl 500ml,393.0,455473.55,0.09
2025-10,Schezwan sauce,0.0,455473.55,0.0
2025-10,Slice Mango 200ml pet,-459.42,455473.55,-0.1
2025-10,Strawberry-Ice cream,0.0,455473.55,0.0
2025-10,Tandoori mix Masala,2697.5,455473.55,0.59
2025-10,Tissue,54.0,455473.55,0.01
2025-10,Vanilla Ice-cream 4ltr,3508.0,455473.55,0.77
2025-10,Veeba Eggless Mayonise Chef 1KG,1340.6299999999999,455473.55,0.29
2025-10,Veeba Gouda Flavoured Dressing,1212.0,455473.55,0.27
2025-10,Veeba Gouda Flavoured Dressing,-568.1399999999999,455473.55,-0.12
2025-10,Veeba Ketchup Sachet,1998.6,455473.55,0.44
2025-10,Veeba Makhani Gravy 1KG,420.0,455473.55,0.09
2025-10,Veeba T. Ketchup 1.2KG,420.0,455473.55,0.09
2025-10,Veeba ThousandIsland Dressing 1KG,351.76,455473.55,0.08
2025-10,Veg burger pattis,382.5,455473.55,0.08
2025-10,Veg burger pattis,0.0,455473.55,0.0
2025-10,Wooden Fork-160mm,-150.0,455473.55,-0.03
2025-10,Zippy Chicken Salami,-154.5,455473.55,-0.03
2025-10,atta,270.0,455473.55,0.06
2025-10,bio covers,75.0,455473.55,0.02
2025-10,bio glass,40.0,455473.55,0.01
2025-10,black olive slice Habit,1542.0,455473.55,0.34
2025-10,burger buns,544.0,455473.55,0.12
2025-10,cheese jalapeno dip,184.0,455473.55,0.04
2025-10,chicken kheema masala,552.5,455473.55,0.12
2025-10,chicken pepperoni,865.0,455473.55,0.19
2025-10,chicken popcorn,105.0,455473.55,0.02
2025-10,chilly flake sachet,-55.639999999999986,455473.55,-0.01
2025-10,chilly flakes 500 gm,0.0,455473.55,0.0
2025-10,chilly flakes 500gm,39.0,455473.55,0.01
2025-10,chilly garlic spread,340.0,455473.55,0.07
2025-10,colby cheese 1 kg,190.34000000000015,455473.55,0.04
2025-10,curd,30.0,455473.55,0.01
2025-10,dew 750 ml,1134.21,455473.55,0.25
2025-10,dew can300ml,-68.58,455473.55,-0.02
2025-10,dry basil,140.0,455473.55,0.03
2025-10,dynamic cheddar block,-554.0,455473.55,-0.12
2025-10,dynamic diced mozerella,26038.789999999997,455473.55,5.72
2025-10,dynamix butter,1560.02,455473.55,0.34
2025-10,egg-6.50,195.0,455473.55,0.04
2025-10,fruits and milk,525.0,455473.55,0.12
2025-10,fruits and vegetables,871.0,455473.55,0.19
2025-10,garlic,260.0,455473.55,0.06
2025-10,grocery,22583.45,455473.55,4.96
2025-10,habit baby corn,108.0,455473.55,0.02
2025-10,habit olive oil,369.0,455473.55,0.08
2025-10,hungritos premium,4734.6,455473.55,1.04
2025-10,ice cube/80,0.0,455473.55,0.0
2025-10,makhni gravy,0.0,455473.55,0.0
2025-10,malas butterscotch crush,0.0,455473.55,0.0
2025-10,mexican mix,-4350.0,455473.55,-0.96
2025-10,milk,950.0,455473.55,0.21
2025-10,milk shake assorted,1061.5,455473.55,0.23
2025-10,milky mist butter 500gm,-1249.0,455473.55,-0.27
2025-10,oil,409.5,455473.55,0.09
2025-10,paneer,580.0,455473.55,0.13
2025-10,paneer tikka powder,1485.0,455473.55,0.33
2025-10,pepsi 1 ltr,842.4599999999999,455473.55,0.18
2025-10,pepsi can 330ml,342.9,455473.55,0.08
2025-10,pepsi can300ml,-274.32,455473.55,-0.06
2025-10,pizza sauce,-240.0,455473.55,-0.05
2025-10,potato wedges,156.87,455473.55,0.03
2025-10,red paprika habit,440.70000000000005,455473.55,0.1
2025-10,slice cheese,1636.08,455473.55,0.36
2025-10,slice mango 250ml pet,498.6,455473.55,0.11
2025-10,slice mango 600ml,36.08,455473.55,0.01
2025-10,sneha chi burgar pattis,378.0,455473.55,0.08
2025-10,sneha chi nuggets,1207.5,455473.55,0.27
2025-10,staff chicken,632.0,455473.55,0.14
2025-10,staff rice 26kg,54.0,455473.55,0.01
2025-10,straw,-40.0,455473.55,-0.01
2025-10,sweet corn,855.0,455473.55,0.19
2025-10,sweet corn 1kg,-260.0,455473.55,-0.06
2025-10,tandoori mayonise,520.0,455473.55,0.11
2025-10,tomato and fruits,610.0,455473.55,0.13
2025-10,tomato ketchup 1.2 bottle,100.0,455473.55,0.02
2025-10,veeba pizza pasta sauce,2316.1200000000003,455473.55,0.51
2025-10,vegetable n fruit,-400.0,455473.55,-0.09
2025-10,vegetables,5254.93,455473.55,1.15
2025-10,voucher book,290.0,455473.55,0.06
2025-10,wodden spoon,130.0,455473.55,0.03
2025-09, dry yeast 500 gm,854.4000000000001,480840.35,0.18
2025-09,7UP 750ml Pet,1443.54,480840.35,0.3
2025-09,7up 1 ltr,842.4599999999999,480840.35,0.18
2025-09,7up 250ml Pet,420.0,480840.35,0.09
2025-09,7up can 300ml,-68.57999999999993,480840.35,-0.01
2025-09,Aqua Fina Mineral Water 1Ltr,345.65999999999997,480840.35,0.07
2025-09,Aromat Seasoning Powder,344.0,480840.35,0.07
2025-09,BBQ Mix Masala,279.0,480840.35,0.06
2025-09,Baby Corn Whole-800GM-Tajir Habit,560.0,480840.35,0.12
2025-09,Berry Fresh Chicku Pulp,1036.0,480840.35,0.22
2025-09,Berry Fresh Chicku Pulp 2kg,560.0,480840.35,0.12
2025-09,Berry Fresh Tender Coconut Pulp,-370.0,480840.35,-0.08
2025-09,Berry Fresh Tender Coconut Pulp 2kg,1184.0,480840.35,0.25
2025-09,Boneless Chicken,17713.22,480840.35,3.68
2025-09,Bread Premix,480.0,480840.35,0.1
2025-09,Brownie,770.0,480840.35,0.16
2025-09,Butter,760.0,480840.35,0.16
2025-09,Butter,-380.0,480840.35,-0.08
2025-09,Butter Scotch Ice-cream,0.0,480840.35,0.0
2025-09,CHICKEN POPCORN,-331.2,480840.35,-0.07
2025-09,CHILLY FLAKES SACHET 0.8GM,-696.8,480840.35,-0.14
2025-09,Celotape-3/4inch-,-184.0,480840.35,-0.04
2025-09,Chettinad Mix,0.0,480840.35,0.0
2025-09,Chicken Sausage,-550.0,480840.35,-0.11
2025-09,Chicken burger pattis,-1095.5,480840.35,-0.23
2025-09,Chocolate Ice-cream 4ltr,1142.4,480840.35,0.24
2025-09,Corn Meal - MAKKA RAVA,-165.0,480840.35,-0.03
2025-09,DVC BLUE OCCEAN FLV SYRUP 750ML,-778.8,480840.35,-0.16
2025-09,DVC Bubblegum Syrup Syrup 750 ml,-253.7,480840.35,-0.05
2025-09,DVC Cucumber Syrup 750 ml,530.0,480840.35,0.11
2025-09,DVC Green Apple 750 ML,-259.5999999999999,480840.35,-0.05
2025-09,DVC MOJITO MINT 750ML,-2029.6,480840.35,-0.42
2025-09,DVC Mixed Berry Beverage Blend Syrup 750 ml,-414.0,480840.35,-0.09
2025-09,DVC PASSION FRUIT FLV SYRUP 750ML,-260.0,480840.35,-0.05
2025-09,DVC Peach Garden Syrup Syrup 750 ml,-244.26,480840.35,-0.05
2025-09,DVC Strawberry Syrup Syrup 750 ml,-244.26,480840.35,-0.05
2025-09,DVC Watermelon Syrup 750 ml,0.0,480840.35,0.0
2025-09,Dew 250ml Pet,525.0,480840.35,0.11
2025-09,Dew 330 ml can,-377.19,480840.35,-0.08
2025-09,Dew 750ml Pet,1031.1,480840.35,0.21
2025-09,Dew can 300ml,651.51,480840.35,0.14
2025-09,Dip Bowl,44.0,480840.35,0.01
2025-09,ENGLISH vegetables,3318.6,480840.35,0.69
2025-09,French Fries Box,-80.25,480840.35,-0.02
2025-09,G.Crown Mushroom Slice 800g,3605.0,480840.35,0.75
2025-09,GO Orange Cheddar Cheese 2kg,1926.1,480840.35,0.4
2025-09,Garlic Bread Box,502.5,480840.35,0.1
2025-09,Gas-LPG-HPCL,15490.0,480840.35,3.22
2025-09,Grain spicy marinade,254.8,480840.35,0.05
2025-09,Green Peas,72.5,480840.35,0.02
2025-09,HABIT JALAPENO SLICES 2.9 KG,1262.0,480840.35,0.26
2025-09,Herb Mix Masla,936.5999999999999,480840.35,0.19
2025-09,Honey,244.0,480840.35,0.05
2025-09,Honey mustard dressing,791.0,480840.35,0.16
2025-09,KOT Printing Rolls,540.0,480840.35,0.11
2025-09,Lamp Pepperoni,895.0,480840.35,0.19
2025-09,Large Pizza Box,1544.4000000000005,480840.35,0.32
2025-09,Lehar Soda,493.79999999999995,480840.35,0.1
2025-09,Maida yamuna,7292.8,480840.35,1.52
2025-09,Malas Chocolate Sauce 5 ltr,3392.0,480840.35,0.71
2025-09,Mayonise premium,276.0,480840.35,0.06
2025-09,Medium Pizza Box,3510.0,480840.35,0.73
2025-09,Mexican Masala,-6640.0,480840.35,-1.38
2025-09,Mini Burger Box,255.0,480840.35,0.05
2025-09,Mittai-Milk-Amul,-64.0,480840.35,-0.01
2025-09,Mojito Menta Cubano,3120.0,480840.35,0.65
2025-09,Moktails Glass,840.0,480840.35,0.17
2025-09,Mustard Oil,0.0,480840.35,0.0
2025-09,OREGANO SACHET 0.8GM,978.1999999999999,480840.35,0.2
2025-09,Oregano Sprinkler 500g,660.0,480840.35,0.14
2025-09,POTATO POPS,348.56,480840.35,0.07
2025-09,Paneer,1450.0,480840.35,0.3
2025-09,Pasta Container Black,868.1500000000001,480840.35,0.18
2025-09,Pepsi 250ml Pet,1662.5,480840.35,0.35
2025-09,Pepsi 750ml Pet,412.44000000000005,480840.35,0.09
2025-09,Pineapple slice-Tajir Habit-850g,0.0,480840.35,0.0
2025-09,Piri Piri Marinade 1KG,332.86,480840.35,0.07
2025-09,Pizza Premix,6048.0,480840.35,1.26
2025-09,Pizza sauce premix,260.0,480840.35,0.05
2025-09,Processed cheese block,831.5999999999998,480840.35,0.17
2025-09,Puramate Pasta-Gomiti Rigate - macroni - 500g,213.0,480840.35,0.04
2025-09,Puramate Pasta-Penne Rigatte 500g,781.0,480840.35,0.16
2025-09,Regular Pizza Box,3893.0,480840.35,0.81
2025-09,Richs versatie cream,1059.7000000000003,480840.35,0.22
2025-09,SALAMI,-558.0,480840.35,-0.12
2025-09,Salad Bowl 250ml,157.5,480840.35,0.03
2025-09,Salad Bowl 500ml,327.5,480840.35,0.07
2025-09,Schezwan sauce,182.0,480840.35,0.04
2025-09,Slice Mango 600ml pet,188.28,480840.35,0.04
2025-09,Strawberry-Ice cream,0.0,480840.35,0.0
2025-09,Tandoori mix Masala,705.5,480840.35,0.15
2025-09,Tissue,18.0,480840.35,0.0
2025-09,Vanilla Ice-cream 4ltr,2720.0,480840.35,0.57
2025-09,Veeba Eggless Mayonise Chef 1KG,1200.0,480840.35,0.25
2025-09,Veeba Gouda Flavoured Dressing,-1212.0,480840.35,-0.25
2025-09,Veeba Ketchup Sachet,1122.0,480840.35,0.23
2025-09,Veeba Makhani Gravy 1KG,644.0,480840.35,0.13
2025-09,Veeba T. Ketchup 1.2KG,105.0,480840.35,0.02
2025-09,Veeba ThousandIsland Dressing 1KG,750.4000000000001,480840.35,0.16
2025-09,Veg burger pattis,480.0,480840.35,0.1
2025-09,Veg burger pattis,-157.5,480840.35,-0.03
2025-09,Zippy  B.Fast Sausage ,886.32,480840.35,0.18
2025-09,Zippy Chicken Salami,1320.0,480840.35,0.27
2025-09,atta,0.0,480840.35,0.0
2025-09,bio covers,-60.0,480840.35,-0.01
2025-09,bio glass,-40.0,480840.35,-0.01
2025-09,black olive slice Habit,823.2,480840.35,0.17
2025-09,black olive slice Habit,529.5,480840.35,0.11
2025-09,black olive slice btl 450gm,1557.52,480840.35,0.32
2025-09,burger buns,768.0,480840.35,0.16
2025-09,butter,760.0,480840.35,0.16
2025-09,capsicum,72.0,480840.35,0.01
2025-09,cashew,100.0,480840.35,0.02
2025-09,cheese jalapeno dip,0.0,480840.35,0.0
2025-09,cheesy spread dip,396.0,480840.35,0.08
2025-09,chicken kheema masala,-942.5,480840.35,-0.2
2025-09,chicken pepperoni,865.0,480840.35,0.18
2025-09,chicken pop corn sneha,428.0,480840.35,0.09
2025-09,chilly flakes 500gm,-39.0,480840.35,-0.01
2025-09,chilly flakes sachet,1157.0,480840.35,0.24
2025-09,chilly garlic spread,0.0,480840.35,0.0
2025-09,colby cheese 1 kg,126.89999999999964,480840.35,0.03
2025-09,dew 750 ml,-309.33,480840.35,-0.06
2025-09,dynamic diced mozerella,27445.950000000004,480840.35,5.71
2025-09,dynamix butter,-526.4,480840.35,-0.11
2025-09,dynamix slice cheese,639.54,480840.35,0.13
2025-09,egg-6.50,260.0,480840.35,0.05
2025-09,french fry hungritos 2.5kg,7355.0,480840.35,1.53
2025-09,fruits,506.68,480840.35,0.11
2025-09,fruits and vegetables,316.0,480840.35,0.07
2025-09,garlic,180.0,480840.35,0.04
2025-09,grocery,22585.44,480840.35,4.7
2025-09,habit baby corn,-108.0,480840.35,-0.02
2025-09,habit olive oil,369.0,480840.35,0.08
2025-09,hungritos premium,-2657.6,480840.35,-0.55
2025-09,ice cream vanilla,968.0,480840.35,0.2
2025-09,ice cube/80,0.0,480840.35,0.0
2025-09,makhni gravy,-224.0,480840.35,-0.05
2025-09,malas butterscotch crush,42.900000000000006,480840.35,0.01
2025-09,mexican mix,8700.0,480840.35,1.81
2025-09,milk,800.0,480840.35,0.17
2025-09,milk choco 180 ml,599.8,480840.35,0.12
2025-09,milk rose,110.0,480840.35,0.02
2025-09,milk shake assorted,-49.18,480840.35,-0.01
2025-09,milky mist butter 500gm,1249.0,480840.35,0.26
2025-09,mojito,4160.0,480840.35,0.87
2025-09,oil,136.5,480840.35,0.03
2025-09,paneer,580.0,480840.35,0.12
2025-09,paneer tikka powder,-2745.0,480840.35,-0.57
2025-09,pepsi 1 ltr,620.76,480840.35,0.13
2025-09,pepsi can 330ml,-342.9,480840.35,-0.07
2025-09,pepsi can300ml,891.5400000000001,480840.35,0.19
2025-09,pizza sauce,120.0,480840.35,0.02
2025-09,potato wedges,842.4499999999999,480840.35,0.18
2025-09,red paprika habit,603.72,480840.35,0.13
2025-09,slice cheese,1101.48,480840.35,0.23
2025-09,slice cheese,-409.02,480840.35,-0.09
2025-09,slice mango 600ml,-36.08,480840.35,-0.01
2025-09,sneha chi burgar pattis,2889.6,480840.35,0.6
2025-09,sneha chi nuggets,855.5999999999999,480840.35,0.18
2025-09,staff chicken,315.0,480840.35,0.07
2025-09,staff rice 26kg,-270.0,480840.35,-0.06
2025-09,straw,-20.0,480840.35,-0.0
2025-09,sweet corn,-380.0,480840.35,-0.08
2025-09,sweet corn 1kg,1430.0,480840.35,0.3
2025-09,tandoori mayonise,520.0,480840.35,0.11
2025-09,tomato ketchup 1.2 bottle,440.0,480840.35,0.09
2025-09,veeba pizza pasta sauce,1930.0999999999995,480840.35,0.4
2025-09,vegetables,5984.13,480840.35,1.24
2025-09,water melon,100.0,480840.35,0.02
2025-09,wodden spoon,-130.0,480840.35,-0.03
2025-09,wooden fork,170.0,480840.35,0.04
2025-08, dry yeast 500 gm,836.6,507628.39999999997,0.16
2025-08,7UP 750ml Pet,-137.48000000000002,507628.39999999997,-0.03
2025-08,7up 1 ltr,753.78,507628.39999999997,0.15
2025-08,7up 250ml Pet,1557.5,507628.39999999997,0.31
2025-08,7up can 300ml,308.61,507628.39999999997,0.06
2025-08,7up pet 750ml,859.25,507628.39999999997,0.17
2025-08,Aqua Fina Mineral Water 1Ltr,270.88,507628.39999999997,0.05
2025-08,Aromat Seasoning Powder,-292.4,507628.39999999997,-0.06
2025-08,BBQ Mix Masala,1720.5,507628.39999999997,0.34
2025-08,Baby Corn Whole-800GM-Tajir Habit,-560.0,507628.39999999997,-0.11
2025-08,Berry Fresh Chicku Pulp,-476.0,507628.39999999997,-0.09
2025-08,Berry Fresh Tender Coconut Pulp,1295.0,507628.39999999997,0.26
2025-08,Berry Fresh Tender Coconut Pulp 2kg,-444.0,507628.39999999997,-0.09
2025-08,Boneless Chicken,20955.59,507628.39999999997,4.13
2025-08,Bread Premix,0.0,507628.39999999997,0.0
2025-08,Brownie,1925.0,507628.39999999997,0.38
2025-08,Butter,760.0,507628.39999999997,0.15
2025-08,Butter,570.0,507628.39999999997,0.11
2025-08,Butter Scotch Ice-cream,0.0,507628.39999999997,0.0
2025-08,Butter Scotch Sauce 750ml,114.4,507628.39999999997,0.02
2025-08,Chettinad Mix,260.4,507628.39999999997,0.05
2025-08,Chicken Sausage,648.6,507628.39999999997,0.13
2025-08,Chicken Sausage,550.0,507628.39999999997,0.11
2025-08,Chilli Flakes,44.0,507628.39999999997,0.01
2025-08,Chocolate Ice-cream 4ltr,979.2,507628.39999999997,0.19
2025-08,Corn Meal - MAKKA RAVA,110.0,507628.39999999997,0.02
2025-08,DVC BLUE OCCEAN FLV SYRUP 750ML,363.4399999999998,507628.39999999997,0.07
2025-08,DVC Bubblegum Syrup Syrup 750 ml,405.92,507628.39999999997,0.08
2025-08,DVC Cucumber Syrup 750 ml,0.0,507628.39999999997,0.0
2025-08,DVC Green Apple 750 ML,363.44000000000005,507628.39999999997,0.07
2025-08,DVC Mixed Berry Beverage Blend Syrup 750 ml,828.0,507628.39999999997,0.16
2025-08,DVC PASSION FRUIT FLV SYRUP 750ML,-260.0,507628.39999999997,-0.05
2025-08,DVC Passion Fruit 750ML,726.88,507628.39999999997,0.14
2025-08,DVC Peach GardenSyrup 750 ml,424.0,507628.39999999997,0.08
2025-08,DVC Strawberry Syrup 750 ml,405.92,507628.39999999997,0.08
2025-08,DVC Strawberry Syrup Syrup 750 ml,977.04,507628.39999999997,0.19
2025-08,DVC Watermelon Syrup 750 ml,-519.2,507628.39999999997,-0.1
2025-08,Dew 250ml Pet,472.5,507628.39999999997,0.09
2025-08,Dew 750ml Pet,-206.22,507628.39999999997,-0.04
2025-08,Dew can 300ml,-651.51,507628.39999999997,-0.13
2025-08,ENGLISH vegetables,3858.7999999999997,507628.39999999997,0.76
2025-08,French Fries Box,-401.25,507628.39999999997,-0.08
2025-08,Frozen Sweet Corn-Pal Fresh 500gm,450.0,507628.39999999997,0.09
2025-08,G.Crown Mushroom Slice 800g,3296.0,507628.39999999997,0.65
2025-08,GO Orange Cheddar Cheese 2kg,-1926.1,507628.39999999997,-0.38
2025-08,GO-Monterey Jack Cheese-2kg,2035.25,507628.39999999997,0.4
2025-08,Garlic Bread Box,600.0,507628.39999999997,0.12
2025-08,Gas-LPG-HPCL,13440.0,507628.39999999997,2.65
2025-08,Grain spicy marinade,-254.8,507628.39999999997,-0.05
2025-08,Green Peas,14.5,507628.39999999997,0.0
2025-08,HABIT JALAPENO SLICES 2.9 KG,924.0,507628.39999999997,0.18
2025-08,Herb Mix Masla,669.0,507628.39999999997,0.13
2025-08,Honey,170.8,507628.39999999997,0.03
2025-08,Honey mustard dressing,791.0,507628.39999999997,0.16
2025-08,KOT Printing Rolls,388.0,507628.39999999997,0.08
2025-08,Lamp Pepperoni,1342.5,507628.39999999997,0.26
2025-08,Large Pizza Box,1752.2999999999997,507628.39999999997,0.35
2025-08,Lehar Soda,1168.66,507628.39999999997,0.23
2025-08,Maida yamuna,7547.2,507628.39999999997,1.49
2025-08,Malas Chocolate Sauce 5 ltr,-2862.0,507628.39999999997,-0.56
2025-08,Mayonise premium,644.0,507628.39999999997,0.13
2025-08,Mc Cain Potato Wedges 2.5kg,464.8,507628.39999999997,0.09
2025-08,Medium Pizza Box,2990.0,507628.39999999997,0.59
2025-08,Mexican Masala,830.0,507628.39999999997,0.16
2025-08,Mini Burger Box,585.0,507628.39999999997,0.12
2025-08,Mojito Menta Cubano,0.0,507628.39999999997,0.0
2025-08,Moktails Glass,760.0,507628.39999999997,0.15
2025-08,Mustard Oil,0.0,507628.39999999997,0.0
2025-08,OREGANO SACHET 0.8GM,773.8000000000002,507628.39999999997,0.15
2025-08,Oregano Sprinkler 500g,660.0,507628.39999999997,0.13
2025-08,POTATO POPS,150.14999999999998,507628.39999999997,0.03
2025-08,Paneer,870.0,507628.39999999997,0.17
2025-08,Paneer tikka masala,187.5,507628.39999999997,0.04
2025-08,Pasta Container Black,125.29999999999995,507628.39999999997,0.02
2025-08,Pepsi 250ml Pet,1225.0,507628.39999999997,0.24
2025-08,Pepsi 750ml Pet,1237.32,507628.39999999997,0.24
2025-08,Pineapple slice-Tajir Habit-850g,110.25,507628.39999999997,0.02
2025-08,Piri Piri Marinade 1KG,237.76,507628.39999999997,0.05
2025-08,Pizza Premix,3654.0,507628.39999999997,0.72
2025-08,Pizza sauce premix,487.5,507628.39999999997,0.1
2025-08,Processed cheese block,1663.1999999999998,507628.39999999997,0.33
2025-08,Puramate Pasta-Gomiti Rigate - macroni - 500g,142.0,507628.39999999997,0.03
2025-08,Puramate Pasta-Penne Rigatte 500g,852.0,507628.39999999997,0.17
2025-08,Regular Pizza Box,4037.5,507628.39999999997,0.8
2025-08,Richs versatie cream,1907.46,507628.39999999997,0.38
2025-08,Salad Bowl 250ml,409.5,507628.39999999997,0.08
2025-08,Salad Bowl 500ml,327.5,507628.39999999997,0.06
2025-08,Schezwan sauce,546.0,507628.39999999997,0.11
2025-08,Slice Mango 600ml pet,-188.28,507628.39999999997,-0.04
2025-08,Strawberry-Ice cream,754.8,507628.39999999997,0.15
2025-08,TOMATO 10KG,530.0,507628.39999999997,0.1
2025-08,Tandoori mix Masala,1120.5,507628.39999999997,0.22
2025-08,Tissue,54.0,507628.39999999997,0.01
2025-08,Vanilla Ice-cream,2176.0,507628.39999999997,0.43
2025-08,Vanilla Ice-cream 4ltr,0.0,507628.39999999997,0.0
2025-08,Veeba Eggless Mayonise Chef 1KG,1350.0,507628.39999999997,0.27
2025-08,Veeba Gouda Flavoured Dressing,2222.0,507628.39999999997,0.44
2025-08,Veeba Ketchup Sachet,1893.8000000000002,507628.39999999997,0.37
2025-08,Veeba Makhani Gravy 1KG,-224.0,507628.39999999997,-0.04
