Vendor_Name,Item_Name,UOM,Unit_Price,Date
Loocos Pizza CPY,Tropicana Guava Delight 500ml,Nos,25.51,2025-06-30
KTP Vegitables,vegetables,Nos,36.38,2025-07-05
Local Purchase,grocery,Nos,67.0,2025-07-06
KTP Vegitables,vegetables,Nos,76.75,2025-07-06
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,234.8,2025-07-07
Local Purchase,grocery,Nos,187.88,2025-07-07
bistro frozen,Veeba Makhani Gravy 1KG,Pkt,224.0,2025-07-08
bistro frozen,Veeba Gouda Flavoured Dressing,Nos,202.0,2025-07-08
Local Purchase,grocery,Nos,240.11,2025-07-08
shabana chicken stall,Boneless Chicken,Kg,289.82,2025-07-10
Local Purchase,grocery,Nos,175.67,2025-07-10
Local Purchase,grocery,Nos,140.75,2025-07-11
KTP Vegitables,vegetables,Nos,51.5,2025-07-11
Koonathil Traders,Piri Piri Marinade 1KG,Pkt,475.52,2025-07-12
KTP Vegitables,vegetables,Nos,54.33,2025-07-12
Local Purchase,grocery,Nos,217.67,2025-07-12
Local Purchase,grocery,Nos,200.0,2025-07-13
Local Purchase,garam masala,Pkt,40.0,2025-07-14
bistro frozen,milky mist butter 500gm,Nos,312.25,2025-07-15
KTP Vegitables,vegetables,Nos,67.2,2025-07-15
Local Purchase,grocery,Nos,174.5,2025-07-15
Local Purchase,grocery,Nos,201.0,2025-07-16
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,360.75,2025-07-17
KTP Vegitables,vegetables,Nos,59.88,2025-07-17
Local Purchase,tomato,Kg,30.0,2025-07-18
KTP Vegitables,vegetables,Nos,64.17,2025-07-18
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,195.0,2025-07-19
Local Purchase,grocery,Nos,192.5,2025-07-20
Local Purchase,grocery,Nos,372.17,2025-07-21
Local Purchase,curd local,Nos,30.0,2025-07-22
Local Purchase,Butter Scotch Ice-cream,Nos,773.0,2025-07-22
KTP Vegitables,vegetables,Nos,66.8,2025-07-22
Local Purchase,grocery,Nos,217.71,2025-07-23
KTP Vegitables,vegetables,Nos,66.17,2025-07-24
Local Purchase,grocery,Nos,321.0,2025-07-24
Lakhsyam Foods,Bread Premix,Kg,240.0,2025-07-25
Lakhsyam Foods,bbq mix,Kg,465.0,2025-07-25
Local Purchase,grocery,Nos,146.67,2025-07-25
KTP Vegitables,vegetables,Nos,66.0,2025-07-26
Local Purchase,fruits,Nos,206.67,2025-07-27
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,282.8,2025-07-28
KTP Vegitables,vegetables,Nos,49.9,2025-07-28
Local Purchase,grocery,Nos,146.16,2025-07-28
Local Purchase-Gas AGency,Gas-LPG-HPCL,Nos,1710.0,2025-07-29
Local Purchase,fruits,Nos,159.0,2025-07-29
Essar Associates,Aqua Fina Mineral Water 1Ltr,Nos,14.0,2025-07-30
Essar Associates,Dew can 300ml,Nos,34.29,2025-07-30
shabana chicken stall,Boneless Chicken,Kg,281.08,2025-07-31
Local Purchase,grocery,Nos,109.0,2025-07-31
KTP Vegitables,vegetables,Nos,60.0,2025-07-31
Loocos Pizza CPY,Chilli Flakes,Pkt,44.0,2025-07-31
KTP Vegitables,vegetables,Nos,50.2,2025-08-01
Loocos Pizza CPY,Paneer tikka masala,Kg,375.0,2025-07-31
Loocos Pizza CPY,staff rice,Kg,36.5,2025-07-31
Loocos Pizza CPY,Gas-LPG-HPCL,Nos,1710.0,2025-07-31
Loocos Pizza CPY,Frozen Sweet Corn-Pal Fresh 500gm,Pkt,75.0,2025-07-31
Loocos Pizza CPY,Chicken Sausage,Kg,282.0,2025-07-31
Loocos Pizza CPY,GO-Monterey Jack Cheese-2kg,Kg,581.5,2025-07-31
Loocos Pizza CPY,Boneless Chicken,Kg,270.0,2025-07-31
Loocos Pizza CPY,dynamix shredded cheese,Kg,425.0,2025-07-31
Loocos Pizza CPY,vegetables,Nos,50.2,2025-07-31
Loocos Pizza CPY,ENGLISH vegetables,Nos,282.8,2025-07-31
Loocos Pizza CPY,DVC Passion Fruit 750ML,Nos,519.2,2025-07-31
Loocos Pizza CPY,DVC Peach GardenSyrup 750 ml,Nos,530.0,2025-07-31
Loocos Pizza CPY,Butter Scotch Sauce 750ml,Nos,143.0,2025-07-31
Loocos Pizza CPY,DVC Strawberry Syrup 750 ml,Nos,507.4,2025-07-31
Loocos Pizza CPY,KOT Printing Rolls,Nos,50.0,2025-07-31
Loocos Pizza CPY,Aqua Fina Mineral Water 1Ltr,Nos,14.0,2025-07-31
Loocos Pizza CPY,7up pet 750ml,Nos,34.37,2025-07-31
Local Purchase,grocery,Nos,128.0,2025-08-02
Local Purchase,fruits and vegetables,Nos,144.33,2025-08-03
KTP Vegitables,vegetables,Nos,49.88,2025-08-05
Local Purchase,grocery,Nos,249.73,2025-08-06
Koonathil Traders,Processed cheese block,Nos,277.2,2025-08-08
KTP Vegitables,vegetables,Nos,52.44,2025-08-08
Local Purchase,fruits and vegetables,Nos,124.5,2025-08-08
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,209.6,2025-08-09
Local Purchase,grocery,Nos,244.43,2025-08-09
Local Purchase,grocery,Nos,147.0,2025-08-10
shabana chicken stall,Boneless Chicken,Kg,249.8,2025-08-10
KTP Vegitables,vegetables,Nos,94.71,2025-08-10
prime traders,Gas-LPG-HPCL,Nos,1670.0,2025-08-12
shabana chicken stall,Boneless Chicken,Kg,264.84,2025-08-12
Local Purchase,grocery,Nos,150.07,2025-08-12
Essar Associates,milk kesar badam 180ml,Nos,25.25,2025-08-13
Essar Associates,milk vanilla 180ml,Nos,25.25,2025-08-13
KTP Vegitables,vegetables,Nos,63.4,2025-08-13
Local Purchase,fruits and vegetables,Nos,210.0,2025-08-13
KTP Vegitables,vegetables,Nos,53.83,2025-08-14
Local Purchase,grocery,Nos,210.75,2025-08-15
KTP Vegitables,vegetables,Nos,52.89,2025-08-16
Local Purchase,grocery,Nos,112.57,2025-08-16
Local Purchase,grocery,Nos,163.0,2025-08-17
shabana chicken stall,Boneless Chicken,Kg,269.86,2025-08-18
Local Purchase,grocery,Nos,405.83,2025-08-18
KTP Vegitables,vegetables,Nos,30.33,2025-08-18
bistro frozen,tomato ketchup 1.2 bottle,Nos,110.0,2025-08-19
bistro frozen,Mc Cain Potato Wedges 2.5kg,Kg,185.92,2025-08-19
KTP Vegitables,vegetables,Nos,47.22,2025-08-19
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,228.2,2025-08-19
Local Purchase,grocery,Nos,126.62,2025-08-19
KTP Vegitables,vegetables,Nos,78.8,2025-08-20
Local Purchase,staff rice 26kg,Kg,54.0,2025-08-21
Local Purchase,capsicum,Kg,80.0,2025-08-21
Koonathil Traders,black olive slice Habit,Tin,867.0,2025-08-22
Koonathil Traders,Oregano Sprinkler 500g,Pkt,330.0,2025-08-22
Koonathil Traders,Zippy Chicken Salami,Pkt,330.0,2025-08-22
Koonathil Traders,Mojito Menta Cubano,Nos,520.0,2025-08-22
Koonathil Traders,DVC Green Apple 750 ML,Nos,519.2,2025-08-22
Koonathil Traders,DVC PASSION FRUIT FLV SYRUP 750ML,Nos,520.0,2025-08-22
Dhanalaxmi traders,KOT Printing Rolls,Nos,54.0,2025-08-22
Local Purchase,TOMATO 10KG,Kg,53.0,2025-08-22
Local Purchase,burger bun 4,Pkt,32.0,2025-08-22
shabana chicken stall,Boneless Chicken,Kg,240.0,2025-08-23
Local Purchase,grocery,Nos,175.33,2025-08-23
KTP Vegitables,vegetables,Nos,52.78,2025-08-23
shabana chicken stall,Boneless Chicken,Kg,249.83,2025-08-24
Local Purchase,garlic,Kg,280.0,2025-08-24
Local Purchase,Vanilla Ice-cream,Pkt,544.0,2025-08-25
KTP Vegitables,vegetables,Nos,62.6,2025-08-25
Local Purchase,grocery,Nos,211.1,2025-08-25
bistro frozen,cheesy spread dip,Pkt,264.0,2025-08-26
bistro frozen,dynamix butter,Kg,526.4,2025-08-26
bistro frozen,Veeba Eggless Mayonise Chef 1KG,Kg,150.0,2025-08-26
shabana chicken stall,Boneless Chicken,Kg,261.22,2025-08-26
Local Purchase-Gas AGency,Gas-LPG-HPCL,Nos,1670.0,2025-08-27
Local Purchase,pineapple,Kg,57.14,2025-08-27
shabana chicken stall,Boneless Chicken,Kg,269.84,2025-08-28
Local Purchase,grocery,Nos,155.0,2025-08-28
shabana chicken stall,Boneless Chicken,Kg,274.88,2025-08-29
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,273.8,2025-08-29
Local Purchase,grocery,Nos,94.5,2025-08-29
KTP Vegitables,vegetables,Nos,46.4,2025-08-29
Local Purchase,grocery,Nos,254.22,2025-08-30
KTP Vegitables,vegetables,Nos,52.86,2025-08-30
Local Purchase,fruits and vegetables,Nos,218.75,2025-08-31
Loocos Pizza CPY,Veeba Makhani Gravy 1KG,Pkt,224.0,2025-08-31
Loocos Pizza CPY,cheesy spread dip,Pkt,264.0,2025-08-31
Loocos Pizza CPY,Honey mustard dressing,Pkt,226.0,2025-08-31
Loocos Pizza CPY,chilly flakes sachet,Nos,0.52,2025-08-31
Loocos Pizza CPY,HABIT JALAPENO SLICES 2.9 KG,Tin,308.0,2025-08-31
Loocos Pizza CPY,black olive slice Habit,Tin,867.0,2025-08-31
Loocos Pizza CPY,tomato ketchup 1.2 bottle,Nos,110.0,2025-08-31
Loocos Pizza CPY,Mojito Menta Cubano,Nos,520.0,2025-08-31
Loocos Pizza CPY,Mojito Menta Cubano,Nos,520.0,2025-08-31
Loocos Pizza CPY,Honey mustard dressing,Pkt,226.0,2025-08-31
Loocos Pizza CPY,Veeba ThousandIsland Dressing 1KG,Pkt,187.6,2025-08-31
Loocos Pizza CPY,french fry hungritos 2.5kg,Kg,119.17,2025-08-31
Loocos Pizza CPY,chicken pop corn sneha,Pkt,276.0,2025-08-31
Loocos Pizza CPY,sneha chi burgar pattis,Pkt,268.8,2025-08-31
Loocos Pizza CPY,Veg burger pattis,Pkt,240.0,2025-08-31
Loocos Pizza CPY,potato wedges,Kg,185.92,2025-08-31
Loocos Pizza CPY,POTATO POPS,Kg,214.5,2025-08-31
Loocos Pizza CPY,Zippy Chicken Salami,Pkt,330.0,2025-08-31
Loocos Pizza CPY,GO Orange Cheddar Cheese 2kg,Nos,1133.0,2025-08-31
KTP Vegitables,vegetables,Nos,40.67,2025-09-01
Loocos Pizza CPY,Gas-LPG-HPCL,Nos,1670.0,2025-08-31
Loocos Pizza CPY,paneer,Kg,290.0,2025-08-31
Loocos Pizza CPY,ENGLISH vegetables,Nos,273.8,2025-08-31
Loocos Pizza CPY,vegetables,Nos,40.67,2025-08-31
Loocos Pizza CPY,fruits,Nos,126.67,2025-08-31
Loocos Pizza CPY,Green Peas,Pkt,145.0,2025-08-31
Loocos Pizza CPY,Grain spicy marinade,Pkt,364.0,2025-08-31
Loocos Pizza CPY,chilly flakes sachet,Nos,0.52,2025-08-31
Loocos Pizza CPY,Slice Mango 600ml pet,Nos,20.92,2025-08-31
Loocos Pizza CPY,Aqua Fina Mineral Water 1Ltr,Nos,12.48,2025-08-31
Loocos Pizza CPY,dynamic diced mozerella,Kg,437.42,2025-08-31
bistro frozen,Processed cheese block,Nos,277.2,2025-09-02
bistro frozen,Mayonise premium,Pkt,184.0,2025-09-02
bistro frozen,Honey mustard dressing,Pkt,226.0,2025-09-02
bistro frozen,Schezwan sauce,Pkt,182.0,2025-09-02
bistro frozen,sneha chi burgar pattis,Pkt,268.8,2025-09-02
bistro frozen,chicken pop corn sneha,Pkt,290.0,2025-09-02
bistro frozen,makhni gravy,Pkt,224.0,2025-09-02
Local Purchase, dry yeast 500 gm,Pkt,178.0,2025-09-02
Local Purchase,grocery,Nos,119.53,2025-09-03
BERRY FRESH,Berry Fresh Tender Coconut Pulp 2kg,Tin,370.0,2025-09-03
BERRY FRESH,Berry Fresh Chicku Pulp 2kg,Tin,280.0,2025-09-03
KTP Vegitables,vegetables,Nos,54.29,2025-09-04
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,260.5,2025-09-05
KTP Vegitables,vegetables,Nos,51.11,2025-09-05
Local Purchase,butter,Kg,380.0,2025-09-06
Local Purchase,grocery,Nos,258.44,2025-09-06
KTP Vegitables,vegetables,Nos,106.4,2025-09-07
Local Purchase,grocery,Nos,241.62,2025-09-08
bistro frozen,Veeba ThousandIsland Dressing 1KG,Pkt,187.6,2025-09-09
bistro frozen,potato wedges,Kg,185.92,2025-09-09
bistro frozen,Veeba Ketchup Sachet,Nos,0.85,2025-09-09
bistro frozen,cheese jalapeno dip,Pkt,184.0,2025-09-09
bistro frozen,french fry hungritos 2.5kg,Kg,119.17,2025-09-09
Local Purchase,Lehar Soda,Nos,16.46,2025-09-09
Local Purchase,grocery,Nos,188.12,2025-09-10
KTP Vegitables,vegetables,Nos,50.75,2025-09-10
Essar Associates,milk choco 180 ml,Nos,29.99,2025-09-10
Essar Associates,milk rose,Nos,27.5,2025-09-10
Local Purchase,grocery,Nos,263.33,2025-09-12
Gayatri Traders OTP,Maida yamuna,Kg,42.4,2025-09-12
Koonathil Traders,HABIT JALAPENO SLICES 2.9 KG,Tin,308.0,2025-09-12
Koonathil Traders,red paprika habit,Tin,402.48,2025-09-12
Koonathil Traders,Richs versatie cream,Pkt,211.94,2025-09-12
Koonathil Traders,Puramate Pasta-Penne Rigatte 500g,Pkt,71.0,2025-09-12
Koonathil Traders,Puramate Pasta-Gomiti Rigate - macroni - 500g,Pkt,71.0,2025-09-12
Koonathil Traders,OREGANO SACHET 0.8GM,Nos,0.73,2025-09-12
Koonathil Traders,Veeba T. Ketchup 1.2KG,Nos,105.0,2025-09-12
Koonathil Traders,mojito,Nos,520.0,2025-09-12
Koonathil Traders,Mini Burger Box,Nos,3.0,2025-09-12
KTP Vegitables,vegetables,Nos,42.56,2025-09-13
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,292.25,2025-09-13
Local Purchase,grocery,Nos,181.14,2025-09-15
KTP Vegitables,vegetables,Nos,20.14,2025-09-15
bistro frozen,veeba pizza pasta sauce,Pkt,193.01,2025-09-16
bistro frozen,sneha chi nuggets,Pkt,276.0,2025-09-16
bistro frozen,Veg burger pattis,Pkt,240.0,2025-09-16
bistro frozen,dynamic diced mozerella,Kg,437.42,2025-09-16
bistro frozen,black olive slice btl 450gm,Nos,178.0,2025-09-16
Local Purchase,fruits,Nos,126.67,2025-09-16
Local Purchase,staff chicken,Kg,157.5,2025-09-17
KTP Vegitables,vegetables,Nos,33.0,2025-09-17
Essar Associates,Aqua Fina Mineral Water 1Ltr,Nos,12.48,2025-09-17
Local Purchase,grocery,Nos,194.0,2025-09-18
KTP Vegitables,vegetables,Nos,56.67,2025-09-18
KTP Vegitables,vegetables,Nos,101.0,2025-09-19
Local Purchase,grocery,Nos,247.1,2025-09-19
Local Purchase,grocery,Nos,123.71,2025-09-20
KTP Vegitables,vegetables,Nos,57.14,2025-09-20
Local Purchase,grocery,Nos,143.33,2025-09-21
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,216.2,2025-09-22
Local Purchase,grocery,Nos,131.25,2025-09-22
Local Purchase,grocery,Nos,170.0,2025-09-23
shabana chicken stall,Boneless Chicken,Kg,289.84,2025-09-23
KTP Vegitables,vegetables,Nos,59.29,2025-09-23
bistro frozen,black olive slice btl 450gm,Nos,166.88,2025-09-23
bistro frozen,dynamix slice cheese,Nos,6.27,2025-09-23
Essar Associates,Lehar Soda,Nos,16.46,2025-09-24
Local Purchase,cashew,Grams,1.0,2025-09-24
Local Purchase,capsicum,Kg,72.0,2025-09-24
shabana chicken stall,Boneless Chicken,Kg,280.85,2025-09-25
KTP Vegitables,vegetables,Nos,58.86,2025-09-26
Local Purchase,grocery,Nos,107.5,2025-09-26
KTP Vegitables,vegetables,Nos,61.2,2025-09-27
shabana chicken stall,Boneless Chicken,Kg,279.17,2025-09-27
Local Purchase,grocery,Nos,250.56,2025-09-27
Local Purchase,grocery,Nos,142.75,2025-09-28
Local Purchase,fruits and vegetables,Nos,79.0,2025-09-29
bistro frozen,chilly flakes sachet,Nos,0.52,2025-09-30
bistro frozen,dynamic diced mozerella,Kg,410.02,2025-09-30
bistro frozen,black olive slice Habit,Kg,274.4,2025-09-30
bistro frozen,Veg burger pattis,Nos,11.25,2025-09-30
shabana chicken stall,Gas-LPG-HPCL,Nos,1620.0,2025-09-30
shabana chicken stall,ice cream vanilla,Kg,242.0,2025-09-30
KTP Vegitables,vegetables,Nos,63.5,2025-09-30
Local Purchase,grocery,Nos,97.26,2025-09-30
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,320.0,2025-10-01
KTP Vegitables,vegetables,Nos,37.5,2025-10-01
Local Purchase,grocery,Nos,255.25,2025-10-01
ABAD fisheries pvt Ltd,hungritos premium,Kg,120.8,2025-10-01
KTP Vegitables,vegetables,Nos,46.67,2025-10-02
Local Purchase,fruits and vegetables,Nos,174.2,2025-10-02
Loocos Pizza CPY,veeba pizza pasta sauce,Pkt,193.01,2025-09-30
Loocos Pizza CPY,chilly garlic spread,Pkt,170.0,2025-09-30
Loocos Pizza CPY,Mayonise premium,Pkt,184.0,2025-09-30
Loocos Pizza CPY,Veeba Eggless Mayonise Chef 1KG,Kg,150.0,2025-09-30
Loocos Pizza CPY,Veeba Gouda Flavoured Dressing,Nos,202.0,2025-09-30
Loocos Pizza CPY,Puramate Pasta-Penne Rigatte 500g,Pkt,71.0,2025-09-30
Loocos Pizza CPY,Puramate Pasta-Gomiti Rigate - macroni - 500g,Pkt,71.0,2025-09-30
Loocos Pizza CPY,OREGANO SACHET 0.8GM,Nos,0.73,2025-09-30
Loocos Pizza CPY,Oregano Sprinkler 500g,Pkt,330.0,2025-09-30
Loocos Pizza CPY,DVC MOJITO MINT 750ML,Nos,507.4,2025-09-30
Loocos Pizza CPY,DVC PASSION FRUIT FLV SYRUP 750ML,Nos,520.0,2025-09-30
Loocos Pizza CPY,DVC Green Apple 750 ML,Nos,519.2,2025-09-30
Loocos Pizza CPY,DVC Strawberry Syrup Syrup 750 ml,Nos,488.52,2025-09-30
Loocos Pizza CPY,DVC Mixed Berry Beverage Blend Syrup 750 ml,Nos,828.0,2025-09-30
Loocos Pizza CPY,DVC Bubblegum Syrup Syrup 750 ml,Nos,507.4,2025-09-30
Loocos Pizza CPY,DVC Peach Garden Syrup Syrup 750 ml,Nos,488.52,2025-09-30
Loocos Pizza CPY,Mittai-Milk-Amul,Tin,64.0,2025-09-30
Loocos Pizza CPY,egg-6.50,Nos,6.5,2025-09-30
Loocos Pizza CPY,cheese jalapeno dip,Pkt,184.0,2025-09-30
Loocos Pizza CPY,Veeba Ketchup Sachet,Nos,0.85,2025-09-30
Loocos Pizza CPY,Piri Piri Marinade 1KG,Pkt,475.52,2025-09-30
Koonathil Traders,chilly flakes 500 gm,Pkt,195.0,2025-10-03
Koonathil Traders,Green Peas,Pkt,155.0,2025-10-03
KTP Vegitables,vegetables,Nos,48.8,2025-10-03
Loocos Pizza CPY,Maida yamuna,Kg,42.4,2025-09-30
Loocos Pizza CPY,atta,Kg,54.0,2025-09-30
Loocos Pizza CPY,Mini Burger Box,Nos,3.0,2025-09-30
Loocos Pizza CPY,red paprika habit,Tin,402.48,2025-09-30
Loocos Pizza CPY,Boneless Chicken,Kg,280.0,2025-09-30
Loocos Pizza CPY,Gas-LPG-HPCL,Nos,1620.0,2025-09-30
Loocos Pizza CPY,sneha chi nuggets,Pkt,276.0,2025-09-30
Loocos Pizza CPY,CHICKEN POPCORN,Pkt,276.0,2025-09-30
Loocos Pizza CPY,Veg burger pattis,Nos,11.25,2025-09-30
Loocos Pizza CPY,Chicken burger pattis,Kg,313.0,2025-09-30
Loocos Pizza CPY,dynamix butter,Kg,526.4,2025-09-30
Loocos Pizza CPY,hungritos premium,Kg,120.8,2025-09-30
Loocos Pizza CPY,Processed cheese block,Nos,277.2,2025-09-30
Loocos Pizza CPY,SALAMI,Pkt,279.0,2025-09-30
Loocos Pizza CPY,sweet corn,Kg,95.0,2025-09-30
Loocos Pizza CPY,Butter Scotch Ice-cream,Nos,773.0,2025-09-30
Loocos Pizza CPY,dynamic diced mozerella,Kg,410.02,2025-09-30
Loocos Pizza CPY,grocery,Nos,255.25,2025-09-30
Loocos Pizza CPY,veeba pizza pasta sauce,Pkt,193.01,2025-09-30
Loocos Pizza CPY,Veeba Ketchup Sachet,Nos,0.85,2025-09-30
Loocos Pizza CPY,OREGANO SACHET 0.8GM,Nos,0.73,2025-09-30
Loocos Pizza CPY,wodden spoon,Nos,0.65,2025-09-30
Loocos Pizza CPY,dew 750 ml,Nos,34.37,2025-09-30
Loocos Pizza CPY,slice mango 600ml,Nos,36.08,2025-09-30
Loocos Pizza CPY,milk shake assorted,Nos,24.59,2025-09-30
Loocos Pizza CPY,Lehar Soda,Nos,16.46,2025-09-30
Local Purchase,grocery,Nos,350.56,2025-10-04
KTP Vegitables,vegetables,Nos,38.33,2025-10-04
KTP Vegitables,vegetables,Nos,49.2,2025-10-05
Local Purchase,grocery,Nos,244.5,2025-10-05
KTP Vegitables,vegetables,Nos,56.0,2025-10-06
Local Purchase,grocery,Nos,96.0,2025-10-06
bistro frozen,Mc Cain Potato Wedges 2.5kg,Pkt,435.75,2025-10-07
bistro frozen,Processed cheese block,Pkt,259.88,2025-10-07
bistro frozen,dynamix butter,Kg,516.81,2025-10-07
Local Purchase,dry basil,Pkt,140.0,2025-10-07
shabana chicken stall,Boneless Chicken,Kg,269.79,2025-10-08
KTP Vegitables,vegetables,Nos,48.71,2025-10-08
Local Purchase,grocery,Nos,178.6,2025-10-08
Local Purchase,grocery,Nos,117.5,2025-10-09
KTP Vegitables,vegetables,Nos,53.6,2025-10-10
Local Purchase,grocery,Nos,251.3,2025-10-10
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,235.2,2025-10-13
KTP Vegitables,vegetables,Nos,54.14,2025-10-13
Local Purchase,grocery,Nos,170.33,2025-10-14
Local Purchase,voucher book,Nos,58.0,2025-10-15
KTP Vegitables,vegetables,Nos,48.1,2025-10-16
Local Purchase,grocery,Nos,100.89,2025-10-16
Koonathil Traders,French Fries 6mm,Kg,120.0,2025-10-17
Koonathil Traders,Chicken burger pattis,Pkt,282.0,2025-10-17
Local Purchase,grocery,Nos,233.11,2025-10-18
shabana chicken stall,Boneless Chicken,Kg,260.0,2025-10-18
KTP Vegitables,vegetables,Nos,36.43,2025-10-18
KTP Vegitables,vegetables,Nos,51.75,2025-10-19
Local Purchase,grocery,Nos,408.75,2025-10-19
Local Purchase,grocery,Nos,436.0,2025-10-20
Local Purchase,fruits and milk,Nos,131.25,2025-10-21
KTP Vegitables,vegetables,Nos,51.17,2025-10-21
Essar Associates,slice mango 250ml pet,Nos,16.62,2025-10-22
Essar Associates,milk shake assorted,Nos,24.59,2025-10-22
Local Purchase,grocery,Nos,124.75,2025-10-22
KTP Vegitables,vegetables,Nos,41.67,2025-10-22
KTP Vegitables,vegetables,Nos,65.4,2025-10-23
Koonathil Traders,slice cheese,Pkt,8.02,2025-10-24
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,277.75,2025-10-24
Local Purchase,grocery,Nos,160.27,2025-10-24
KTP Vegitables,vegetables,Nos,50.25,2025-10-25
shabana chicken stall,Boneless Chicken,Kg,289.09,2025-10-25
Local Purchase,grocery,Nos,187.85,2025-10-25
Local Purchase,curd,Pkt,30.0,2025-10-27
Local Purchase,Butter Scotch Ice-cream,Pkt,688.0,2025-10-27
bistro frozen,Veeba ThousandIsland Dressing 1KG,Pkt,175.88,2025-10-28
bistro frozen,Veeba Gouda Flavoured Dressing,Pkt,189.38,2025-10-28
Local Purchase,grocery,Nos,122.5,2025-10-28
Essar Associates,vegetables,Nos,42.92,2025-10-29
Local Purchase,tomato and fruits,Nos,305.0,2025-10-29
Local Purchase,staff chicken,Kg,158.0,2025-10-29
Local Purchase,Corn Meal - MAKKA RAVA,Pkt,55.0,2025-10-30
Koonathil Traders,red paprika habit,Tin,377.0,2025-10-31
Koonathil Traders,Processed cheese block,Kg,514.0,2025-10-31
Koonathil Traders,Chicken burger pattis,Pkt,248.0,2025-10-31
KTP Vegitables,vegetables,Nos,45.83,2025-10-31
Essar Associates,Dew 330 ml can,Nos,34.29,2025-11-01
Essar Associates,milk shake assorted,Nos,24.0,2025-11-01
Local Purchase-Gas AGency,Gas-LPG-HPCL,Nos,1640.0,2025-11-01
KTP Vegitables,vegetables,Nos,52.5,2025-11-01
Local Purchase,grocery,Nos,210.31,2025-11-01
Loocos Pizza CPY,mexican mix,Kg,435.0,2025-10-31
Loocos Pizza CPY,Schezwan sauce,Pkt,182.0,2025-10-31
Loocos Pizza CPY,makhni gravy,Pkt,224.0,2025-10-31
Loocos Pizza CPY,Veeba Eggless Mayonise Chef 1KG,Kg,140.63,2025-10-31
Loocos Pizza CPY,Richs versatie cream,Pkt,211.94,2025-10-31
Loocos Pizza CPY,Veeba Eggless Mayonise Chef 1KG,Kg,140.63,2025-10-31
Loocos Pizza CPY,tomato ketchup 1.2 bottle,Nos,100.0,2025-10-31
Loocos Pizza CPY,Malas Chocolate Sauce 5 ltr,Nos,1060.0,2025-10-31
Loocos Pizza CPY,DVC Cucumber Syrup 750 ml,Nos,530.0,2025-10-31
Loocos Pizza CPY,Veeba ThousandIsland Dressing 1KG,Pkt,175.88,2025-10-31
Loocos Pizza CPY,Maida yamuna,Kg,42.8,2025-10-31
Loocos Pizza CPY, dry yeast 500 gm,Pkt,178.0,2025-10-31
Loocos Pizza CPY,sneha chi burgar pattis,Pkt,252.0,2025-10-31
Loocos Pizza CPY,Butter,Kg,380.0,2025-10-31
Loocos Pizza CPY,dynamic cheddar block,Kg,554.0,2025-10-31
Loocos Pizza CPY,slice cheese,Pkt,8.02,2025-10-31
Loocos Pizza CPY,Boneless Chicken,Kg,290.0,2025-10-31
Loocos Pizza CPY,grocery,Nos,210.31,2025-10-31
Loocos Pizza CPY,vegetable n fruit,Nos,100.0,2025-10-31
Loocos Pizza CPY,ENGLISH vegetables,Nos,277.75,2025-10-31
Loocos Pizza CPY,dew can300ml,Nos,34.29,2025-10-31
Loocos Pizza CPY,Gas-LPG-HPCL,Nos,1640.0,2025-10-31
Loocos Pizza CPY,bio covers,Kg,150.0,2025-10-31
Loocos Pizza CPY,Wooden Fork-160mm,Pkt,100.0,2025-10-31
KTP Vegitables,vegetables,Nos,87.0,2025-11-03
Isha Fresh Vegitables (Hisham),ENGLISH vegetables,Nos,252.25,2025-11-03
Local Purchase,grocery,Nos,114.33,2025-11-03
Local Purchase,egg-6.50,Nos,6.5,2025-11-04
Local Purchase,TOMATO 10KG,Kg,26.0,2025-11-04
ABAD fisheries pvt Ltd,sweet corn,Kg,95.0,2025-11-05
KTP Vegitables,vegetables,Nos,49.22,2025-11-05
Local Purchase,grocery,Nos,146.5,2025-11-05
Gayatri Traders OTP,Maida yamuna,Kg,42.8,2025-11-06
Koonathil Traders,Veg burger pattis,Nos,9.25,2025-11-07
Local Purchase,fruits,Nos,75.0,2025-11-07
KTP Vegitables,vegetables,Nos,49.0,2025-11-08
Local Purchase,grocery,Nos,188.75,2025-11-08
KTP Vegitables,vegetables,Nos,58.0,2025-11-09
Local Purchase,grocery,Nos,140.33,2025-11-10
KTP Vegitables,vegetables,Nos,32.25,2025-11-10
bistro frozen,OREGANO SACHET 0.8GM,Nos,0.52,2025-11-12
ABAD fisheries pvt Ltd,hungritos premium,Kg,113.4,2025-11-12
Essar Associates,7up zero sugar 400ml,Nos,17.5,2025-11-12
KTP Vegitables,vegetables,Nos,55.43,2025-11-12
shabana chicken stall,bonless chicken,Kg,290.0,2025-11-12
